No Kel Layanan;MDC;Kelompok layanan;"Kode
ICD";Deskripsi ICD/Nama Penyakit;"Tujuan
Kompetensi"
6;24;Kelompok Layanan Ibu dan Ginekologi;Z36.9;Antenatal screening, unspecified;Utama
6;24;Kelompok Layanan Ibu dan Ginekologi;Z37.2;Twins, both liveborn;Utama
6;24;Kelompok Layanan Ibu dan Ginekologi;Z37.3;Twins, one liveborn and one stillborn;Utama
6;24;Kelompok Layanan Ibu dan Ginekologi;Z37.4;Twins, both stillborn;Utama
6;24;Kelompok Layanan Ibu dan Ginekologi;Z37.5;Other multiple births, all liveborn;Utama
6;24;Kelompok Layanan Ibu dan Ginekologi;Z37.6;Other multiple births, some liveborn;Utama
6;24;Kelompok Layanan Ibu dan Ginekologi;Z37.7;Other multiple births, all stillborn;Utama
6;24;Kelompok Layanan Ibu dan Ginekologi;Z43.7;Attention to artificial vagina;Utama
6;24;Kelompok Layanan Ibu dan Ginekologi;57.87;Reconstruction of urinary bladder;Paripurna
6;24;Kelompok Layanan Ibu dan Ginekologi;57.88;Other anastomosis of bladder;Paripurna
6;24;Kelompok Layanan Ibu dan Ginekologi;64.5;Operations for sex transformation, not elsewhere classified;Paripurna
6;24;Kelompok Layanan Ibu dan Ginekologi;65.76;Laparoscopic salpingo-oophoroplasty;Paripurna
6;24;Kelompok Layanan Ibu dan Ginekologi;68.61;Laparoscopic radical abdominal hysterectomy;Paripurna
6;24;Kelompok Layanan Ibu dan Ginekologi;68.71;Laparoscopic radical vaginal hysterectomy [LRVH];Paripurna
6;24;Kelompok Layanan Ibu dan Ginekologi;68.8;Pelvic evisceration;Paripurna
6;24;Kelompok Layanan Ibu dan Ginekologi;69.40;Laparoscopic reconstructive surgery of uterus (IM);Paripurna
6;24;Kelompok Layanan Ibu dan Ginekologi;70.78;Vaginal suspension and fixation with graft or prosthesis;Paripurna
6;24;Kelompok Layanan Ibu dan Ginekologi;70.93;Other operations on cul-de-sac with graft or prosthesis;Paripurna
6;24;Kelompok Layanan Ibu dan Ginekologi;71.5;Radical vulvectomy;Paripurna
6;24;Kelompok Layanan Ibu dan Ginekologi;71.62;Bilateral vulvectomy;Paripurna
6;24;Kelompok Layanan Ibu dan Ginekologi;75.2;Intrauterine transfusion;Paripurna
6;24;Kelompok Layanan Ibu dan Ginekologi;75.31;Amnioscopy;Paripurna
6;24;Kelompok Layanan Ibu dan Ginekologi;75.33;Fetal blood sampling and biopsy;Paripurna
6;24;Kelompok Layanan Ibu dan Ginekologi;75.36;Correction of fetal defect;Paripurna
6;24;Kelompok Layanan Ibu dan Ginekologi;O08.4;"Renal failure following abortion and ectopic and molar
pregnancy";Paripurna
6;24;Kelompok Layanan Ibu dan Ginekologi;O08.5;"Metabolic disorders following abortion and ectopic and molar
pregnancy";Paripurna
6;24;Kelompok Layanan Ibu dan Ginekologi;O15.2;Eclampsia in the puerperium;Paripurna
6;24;Kelompok Layanan Ibu dan Ginekologi;O22.3;Deep phlebothrombosis in pregnancy;Paripurna
6;24;Kelompok Layanan Ibu dan Ginekologi;O22.5;Cerebral venous thrombosis in pregnancy;Paripurna
6;24;Kelompok Layanan Ibu dan Ginekologi;O22.8;Other venous complications in pregnancy;Paripurna
6;24;Kelompok Layanan Ibu dan Ginekologi;O26.2;Pregnancy care of habitual aborter;Paripurna
6;24;Kelompok Layanan Ibu dan Ginekologi;O28.5;"Abnormal chromosomal and genetic finding antenatal
screening of mother";Paripurna
6;24;Kelompok Layanan Ibu dan Ginekologi;O30.1;Triplet pregnancy;Paripurna
6;24;Kelompok Layanan Ibu dan Ginekologi;O30.2;Quadruplet pregnancy;Paripurna
6;24;Kelompok Layanan Ibu dan Ginekologi;O30.8;Other multiple gestation;Paripurna
6;24;Kelompok Layanan Ibu dan Ginekologi;O30.9;Multiple gestation, unspecified;Paripurna
6;24;Kelompok Layanan Ibu dan Ginekologi;O31.1;Continuing pregnancy after abortion of one fetus or more;Paripurna
6;24;Kelompok Layanan Ibu dan Ginekologi;O31.2;"Continuing pregnancy after intrauterine death of one fetus or
more";Paripurna
6;24;Kelompok Layanan Ibu dan Ginekologi;O31.8;Other complications specific to multiple gestation;Paripurna
6;24;Kelompok Layanan Ibu dan Ginekologi;O35.0;"Maternal care for suspected central nervous system
malformation in fetus";Paripurna
6;24;Kelompok Layanan Ibu dan Ginekologi;O35.1;Maternal care for suspected chromosomal abnormality in fetus;Paripurna
6;24;Kelompok Layanan Ibu dan Ginekologi;O35.2;Maternal care for suspected hereditary disease in fetus;Paripurna
6;24;Kelompok Layanan Ibu dan Ginekologi;O35.3;"Maternal care for suspected damage to fetus from viral
disease in mother";Paripurna
6;24;Kelompok Layanan Ibu dan Ginekologi;O35.4;Maternal care for suspected damage to fetus from alcohol;Paripurna
6;24;Kelompok Layanan Ibu dan Ginekologi;O35.5;Maternal care for suspected damage to fetus by drugs;Paripurna
6;24;Kelompok Layanan Ibu dan Ginekologi;O35.6;Maternal care for suspected damage to fetus by radiation;Paripurna
6;24;Kelompok Layanan Ibu dan Ginekologi;O35.7;"Maternal care for suspected damage to fetus by other medical
procedures";Paripurna
6;24;Kelompok Layanan Ibu dan Ginekologi;O35.8;"Maternal care for other suspected fetal abnormality and
damage";Paripurna
6;24;Kelompok Layanan Ibu dan Ginekologi;O35.9;"Maternal care for suspected fetal abnormality and damage,
unspecified";Paripurna
6;24;Kelompok Layanan Ibu dan Ginekologi;O36.2;Maternal care for hydrops fetalis;Paripurna
6;24;Kelompok Layanan Ibu dan Ginekologi;O36.7;Maternal care for viable fetus in abdominal pregnancy;Paripurna
6;24;Kelompok Layanan Ibu dan Ginekologi;O43.0;Placental transfusion syndromes;Paripurna
6;24;Kelompok Layanan Ibu dan Ginekologi;O43.1;Malformation of placenta;Paripurna
6;24;Kelompok Layanan Ibu dan Ginekologi;O43.2;Morbidly adherent placenta;Paripurna
6;24;Kelompok Layanan Ibu dan Ginekologi;O43.8;Other placental disorders;Paripurna
6;24;Kelompok Layanan Ibu dan Ginekologi;O45.0;Premature separation of placenta with coagulation defect;Paripurna
6;24;Kelompok Layanan Ibu dan Ginekologi;O46.0;Antepartum haemorrhage with coagulation defect;Paripurna
6;24;Kelompok Layanan Ibu dan Ginekologi;O72.3;Postpartum coagulation defects;Paripurna
6;24;Kelompok Layanan Ibu dan Ginekologi;O85;Puerperal sepsis;Paripurna
6;24;Kelompok Layanan Ibu dan Ginekologi;O87.8;Other venous complications in the puerperium;Paripurna
6;24;Kelompok Layanan Ibu dan Ginekologi;O89.0;"Pulmonary complications of anaesthesia during the
puerperium";Paripurna
6;24;Kelompok Layanan Ibu dan Ginekologi;O89.1;Cardiac complications of anaesthesia during the puerperium;Paripurna
6;24;Kelompok Layanan Ibu dan Ginekologi;O89.2;"Central nervous system complications of anaesthesia during
the puerperium";Paripurna
6;24;Kelompok Layanan Ibu dan Ginekologi;O90.3;Cardiomyopathy in the puerperium;Paripurna
6;24;Kelompok Layanan Ibu dan Ginekologi;O90.4;Postpartum acute renal failure;Paripurna
6;24;Kelompok Layanan Ibu dan Ginekologi;O90.5;Postpartum thyroiditis;Paripurna
6;24;Kelompok Layanan Ibu dan Ginekologi;Z31.2;In vitro fertilization;Paripurna
6;24;Kelompok Layanan Ibu dan Ginekologi;Z36.0;Antenatal screening for chromosomal anomalies;Paripurna
7;18;Kelompok Layanan Muskuloskeletal dan jaringan lunak;01.19;Other diagnostic procedures on skull;Dasar
7;18;Kelompok Layanan Muskuloskeletal dan jaringan lunak;04.43;Release of carpal tunnel;Dasar
7;18;Kelompok Layanan Muskuloskeletal dan jaringan lunak;04.44;Release of tarsal tunnel;Dasar
7;18;Kelompok Layanan Muskuloskeletal dan jaringan lunak;34.4;Excision or destruction of lesion of chest wall;Dasar
7;18;Kelompok Layanan Muskuloskeletal dan jaringan lunak;38.21;Biopsy of blood vessel;Dasar
7;18;Kelompok Layanan Muskuloskeletal dan jaringan lunak;39.98;Control of hemorrhage, not otherwise specified;Dasar
7;18;Kelompok Layanan Muskuloskeletal dan jaringan lunak;40.11;Biopsy of lymphatic structure;Dasar
7;18;Kelompok Layanan Muskuloskeletal dan jaringan lunak;40.19;Other diagnostic procedures on lymphatic structures;Dasar
7;18;Kelompok Layanan Muskuloskeletal dan jaringan lunak;40.21;Excision of deep cervical lymph node;Dasar
7;18;Kelompok Layanan Muskuloskeletal dan jaringan lunak;40.23;Excision of axillary lymph node;Dasar
7;18;Kelompok Layanan Muskuloskeletal dan jaringan lunak;40.24;Excision of inguinal lymph node;Dasar
7;18;Kelompok Layanan Muskuloskeletal dan jaringan lunak;40.29;Simple excision of other lymphatic structure;Dasar
7;18;Kelompok Layanan Muskuloskeletal dan jaringan lunak;40.3;Regional lymph node excision;Dasar
7;18;Kelompok Layanan Muskuloskeletal dan jaringan lunak;40.51;Radical excision of axillary lymph nodes;Dasar
7;18;Kelompok Layanan Muskuloskeletal dan jaringan lunak;62.41;Removal of both testes at same operative episode;Dasar
7;18;Kelompok Layanan Muskuloskeletal dan jaringan lunak;76.01;Sequestrectomy of facial bone;Dasar
7;18;Kelompok Layanan Muskuloskeletal dan jaringan lunak;76.31;Partial mandibulectomy;Dasar
7;18;Kelompok Layanan Muskuloskeletal dan jaringan lunak;76.32;Partial maxillectomy/open medial maxillectomy (IM);Dasar
7;18;Kelompok Layanan Muskuloskeletal dan jaringan lunak;76.33;Total maxillectomy (IM);Dasar
7;18;Kelompok Layanan Muskuloskeletal dan jaringan lunak;76.39;Partial ostectomy of other facial bone;Dasar
7;18;Kelompok Layanan Muskuloskeletal dan jaringan lunak;76.41;Total mandibulectomy with synchronous reconstruction;Dasar
7;18;Kelompok Layanan Muskuloskeletal dan jaringan lunak;76.42;Other total mandibulectomy;Dasar
7;18;Kelompok Layanan Muskuloskeletal dan jaringan lunak;76.43;Other reconstruction of mandible;Dasar
7;18;Kelompok Layanan Muskuloskeletal dan jaringan lunak;76.44;"Total ostectomy of other facial bone with synchronous
reconstruction";Dasar
7;18;Kelompok Layanan Muskuloskeletal dan jaringan lunak;76.45;Other total ostectomy of other facial bone;Dasar
7;18;Kelompok Layanan Muskuloskeletal dan jaringan lunak;76.46;Other reconstruction of other facial bone;Dasar
7;18;Kelompok Layanan Muskuloskeletal dan jaringan lunak;76.5;Temporomandibular arthroplasty;Dasar
7;18;Kelompok Layanan Muskuloskeletal dan jaringan lunak;76.61;Closed osteoplasty [osteotomy] of mandibular ramus;Dasar
7;18;Kelompok Layanan Muskuloskeletal dan jaringan lunak;76.62;Open osteoplasty [osteotomy] of mandibular ramus;Dasar
7;18;Kelompok Layanan Muskuloskeletal dan jaringan lunak;76.63;Osteoplasty [osteotomy] of body of mandible;Dasar
7;18;Kelompok Layanan Muskuloskeletal dan jaringan lunak;76.64;Other orthognathic surgery on mandible;Dasar
7;18;Kelompok Layanan Muskuloskeletal dan jaringan lunak;76.65;Segmental osteoplasty [osteotomy] of maxilla;Dasar
7;18;Kelompok Layanan Muskuloskeletal dan jaringan lunak;76.66;Total osteoplasty [osteotomy] of maxilla;Dasar
7;18;Kelompok Layanan Muskuloskeletal dan jaringan lunak;76.67;Reduction genioplasty;Dasar
7;18;Kelompok Layanan Muskuloskeletal dan jaringan lunak;76.68;Augmentation genioplasty;Dasar
7;18;Kelompok Layanan Muskuloskeletal dan jaringan lunak;77.00;Sequestrectomy, unspecified site;Dasar
7;18;Kelompok Layanan Muskuloskeletal dan jaringan lunak;77.01;Sequestrectomy, scapula, clavicle, and thorax [ribs and sternum];Dasar
7;18;Kelompok Layanan Muskuloskeletal dan jaringan lunak;77.02;Sequestrectomy, humerus;Dasar
7;18;Kelompok Layanan Muskuloskeletal dan jaringan lunak;77.03;Sequestrectomy, radius and ulna;Dasar
7;18;Kelompok Layanan Muskuloskeletal dan jaringan lunak;77.04;Sequestrectomy, carpals and metacarpals;Dasar
7;18;Kelompok Layanan Muskuloskeletal dan jaringan lunak;77.05;Sequestrectomy, femur;Dasar
7;18;Kelompok Layanan Muskuloskeletal dan jaringan lunak;77.06;Sequestrectomy, patella;Dasar
7;18;Kelompok Layanan Muskuloskeletal dan jaringan lunak;77.07;Sequestrectomy, tibia and fibula;Dasar
7;18;Kelompok Layanan Muskuloskeletal dan jaringan lunak;77.08;Sequestrectomy, tarsals and metatarsals;Dasar
7;18;Kelompok Layanan Muskuloskeletal dan jaringan lunak;77.09;Sequestrectomy, other bones;Dasar
7;18;Kelompok Layanan Muskuloskeletal dan jaringan lunak;77.10;Other incision of bone without division, unspecified site;Dasar
7;18;Kelompok Layanan Muskuloskeletal dan jaringan lunak;77.11;"Other incision of bone without division, scapula, clavicle, and
thorax [ribs and sternum]";Dasar
7;18;Kelompok Layanan Muskuloskeletal dan jaringan lunak;77.12;Other incision of bone without division, humerus;Dasar
7;18;Kelompok Layanan Muskuloskeletal dan jaringan lunak;77.13;Other incision of bone without division, radius and ulna;Dasar
7;18;Kelompok Layanan Muskuloskeletal dan jaringan lunak;77.14;Other incision of bone without division, carpals and metacarpals;Dasar
7;18;Kelompok Layanan Muskuloskeletal dan jaringan lunak;77.15;Other incision of bone without division, femur;Dasar
7;18;Kelompok Layanan Muskuloskeletal dan jaringan lunak;77.16;Other incision of bone without division, patella;Dasar
7;18;Kelompok Layanan Muskuloskeletal dan jaringan lunak;77.17;Other incision of bone without division, tibia and fibula;Dasar
7;18;Kelompok Layanan Muskuloskeletal dan jaringan lunak;77.18;Other incision of bone without division, tarsals and metatarsals;Dasar
7;18;Kelompok Layanan Muskuloskeletal dan jaringan lunak;77.19;Other incision of bone without division, other bones;Dasar
7;18;Kelompok Layanan Muskuloskeletal dan jaringan lunak;77.20;Wedge osteotomy, unspecified site;Dasar
7;18;Kelompok Layanan Muskuloskeletal dan jaringan lunak;77.21;"Wedge osteotomy, scapula, clavicle, and thorax [ribs and
sternum]";Dasar
7;18;Kelompok Layanan Muskuloskeletal dan jaringan lunak;77.22;Wedge osteotomy, humerus;Dasar
7;18;Kelompok Layanan Muskuloskeletal dan jaringan lunak;77.23;Wedge osteotomy, radius and ulna;Dasar
7;18;Kelompok Layanan Muskuloskeletal dan jaringan lunak;77.24;Wedge osteotomy, carpals and metacarpals;Dasar
7;18;Kelompok Layanan Muskuloskeletal dan jaringan lunak;77.25;Wedge osteotomy, femur;Dasar
7;18;Kelompok Layanan Muskuloskeletal dan jaringan lunak;77.26;Wedge osteotomy, patella;Dasar
7;18;Kelompok Layanan Muskuloskeletal dan jaringan lunak;77.27;Wedge osteotomy, tibia and fibula;Dasar
7;18;Kelompok Layanan Muskuloskeletal dan jaringan lunak;77.28;Wedge osteotomy, tarsals and metatarsals;Dasar
7;18;Kelompok Layanan Muskuloskeletal dan jaringan lunak;77.29;Wedge osteotomy, other bones;Dasar
7;18;Kelompok Layanan Muskuloskeletal dan jaringan lunak;77.30;Other division of bone, unspecified site;Dasar
7;18;Kelompok Layanan Muskuloskeletal dan jaringan lunak;77.31;"Other division of bone, scapula, clavicle, and thorax [ribs and
sternum]";Dasar
7;18;Kelompok Layanan Muskuloskeletal dan jaringan lunak;77.32;Other division of bone, humerus;Dasar
7;18;Kelompok Layanan Muskuloskeletal dan jaringan lunak;77.33;Other division of bone, radius and ulna;Dasar
7;18;Kelompok Layanan Muskuloskeletal dan jaringan lunak;77.34;Other division of bone, carpals and metacarpals;Dasar
7;18;Kelompok Layanan Muskuloskeletal dan jaringan lunak;77.35;Other division of bone, femur;Dasar
7;18;Kelompok Layanan Muskuloskeletal dan jaringan lunak;77.36;Other division of bone, patella;Dasar
7;18;Kelompok Layanan Muskuloskeletal dan jaringan lunak;77.37;Other division of bone, tibia and fibula;Dasar
7;18;Kelompok Layanan Muskuloskeletal dan jaringan lunak;77.38;Other division of bone, tarsals and metatarsals;Dasar
7;18;Kelompok Layanan Muskuloskeletal dan jaringan lunak;77.39;Other division of bone, other bones;Dasar
7;18;Kelompok Layanan Muskuloskeletal dan jaringan lunak;77.40;Biopsy of bone, unspecified site;Dasar
7;18;Kelompok Layanan Muskuloskeletal dan jaringan lunak;77.42;Biopsy of bone, humerus;Dasar
7;18;Kelompok Layanan Muskuloskeletal dan jaringan lunak;77.43;Biopsy of bone, radius and ulna;Dasar
7;18;Kelompok Layanan Muskuloskeletal dan jaringan lunak;77.44;Biopsy of bone, carpals and metacarpals;Dasar
7;18;Kelompok Layanan Muskuloskeletal dan jaringan lunak;77.45;Biopsy of bone, femur;Dasar
7;18;Kelompok Layanan Muskuloskeletal dan jaringan lunak;77.46;Biopsy of bone, patella;Dasar
7;18;Kelompok Layanan Muskuloskeletal dan jaringan lunak;77.47;Biopsy of bone, tibia and fibula;Dasar
7;18;Kelompok Layanan Muskuloskeletal dan jaringan lunak;77.48;Biopsy of bone, tarsals and metatarsals;Dasar
7;18;Kelompok Layanan Muskuloskeletal dan jaringan lunak;77.49;Biopsy of bone, other bones;Dasar
7;18;Kelompok Layanan Muskuloskeletal dan jaringan lunak;77.51;"Bunionectomy with soft tissue correction and osteotomy of the
first metatarsal";Dasar
7;18;Kelompok Layanan Muskuloskeletal dan jaringan lunak;77.52;Bunionectomy with soft tissue correction and arthrodesis;Dasar
7;18;Kelompok Layanan Muskuloskeletal dan jaringan lunak;77.53;Other bunionectomy with soft tissue correction;Dasar
7;18;Kelompok Layanan Muskuloskeletal dan jaringan lunak;77.54;Excision or correction of bunionette;Dasar
7;18;Kelompok Layanan Muskuloskeletal dan jaringan lunak;77.56;Repair of hammer toe;Dasar
7;18;Kelompok Layanan Muskuloskeletal dan jaringan lunak;77.57;Repair of claw toe;Dasar
7;18;Kelompok Layanan Muskuloskeletal dan jaringan lunak;77.58;Other excision, fusion and repair of toes;Dasar
7;18;Kelompok Layanan Muskuloskeletal dan jaringan lunak;77.59;Other bunionectomy;Dasar
7;18;Kelompok Layanan Muskuloskeletal dan jaringan lunak;77.60;Local excision of lesion or tissue of bone, unspecified site;Dasar
7;18;Kelompok Layanan Muskuloskeletal dan jaringan lunak;77.61;"Local excision of lesion or tissue of bone, scapula, clavicle, and
thorax [ribs and sternum]";Dasar
7;18;Kelompok Layanan Muskuloskeletal dan jaringan lunak;77.62;Local excision of lesion or tissue of bone, humerus;Dasar
7;18;Kelompok Layanan Muskuloskeletal dan jaringan lunak;77.63;Local excision of lesion or tissue of bone, radius and ulna;Dasar
7;18;Kelompok Layanan Muskuloskeletal dan jaringan lunak;77.64;"Local excision of lesion or tissue of bone, carpals and
metacarpals";Dasar
7;18;Kelompok Layanan Muskuloskeletal dan jaringan lunak;77.65;Local excision of lesion or tissue of bone, femur;Dasar
7;18;Kelompok Layanan Muskuloskeletal dan jaringan lunak;77.66;Local excision of lesion or tissue of bone, patella;Dasar
7;18;Kelompok Layanan Muskuloskeletal dan jaringan lunak;77.67;Local excision of lesion or tissue of bone, tibia and fibula;Dasar
7;18;Kelompok Layanan Muskuloskeletal dan jaringan lunak;77.68;Local excision of lesion or tissue of bone, tarsals and metatarsals;Dasar
7;18;Kelompok Layanan Muskuloskeletal dan jaringan lunak;77.69;Local excision of lesion or tissue of bone, other bones;Dasar
7;18;Kelompok Layanan Muskuloskeletal dan jaringan lunak;77.70;Excision of bone for graft, unspecified site;Dasar
7;18;Kelompok Layanan Muskuloskeletal dan jaringan lunak;77.71;"Excision of bone for graft, scapula, clavicle, and thorax [ribs and
sternum]";Dasar
7;18;Kelompok Layanan Muskuloskeletal dan jaringan lunak;77.72;Excision of bone for graft, humerus;Dasar
7;18;Kelompok Layanan Muskuloskeletal dan jaringan lunak;77.73;Excision of bone for graft, radius and ulna;Dasar
7;18;Kelompok Layanan Muskuloskeletal dan jaringan lunak;77.74;Excision of bone for graft, carpals and metacarpals;Dasar
7;18;Kelompok Layanan Muskuloskeletal dan jaringan lunak;77.75;Excision of bone for graft, femur;Dasar
7;18;Kelompok Layanan Muskuloskeletal dan jaringan lunak;77.76;Excision of bone for graft, patella;Dasar
7;18;Kelompok Layanan Muskuloskeletal dan jaringan lunak;77.77;Excision of bone for graft, tibia and fibula;Dasar
7;18;Kelompok Layanan Muskuloskeletal dan jaringan lunak;77.78;Excision of bone for graft, tarsals and metatarsals;Dasar
